70,"
[閒聊] 本版持有100顆比特幣的人多嗎?
",easooooon, 4/24
10,"
[新聞] 方舟投資稱比特幣挖礦「有利世界」
",joug, 4/24
5,"
[閒聊] 綜所稅申報細節
",whale76109, 4/24
10,"
[挖礦] 農地弄太陽能挖礦可行嗎？
",jl40, 4/24
15,"
[挖礦] Chia挖礦參數
",kci9kimo, 4/24
3,"
[支付] 利用外幣帳戶怎麼c2c購入USDT
",miroase, 4/25
5,"
[閒聊] 終於換我了...
",Ashaku, 4/25
6,"
[DeFi] CRO DeFi wallet staking 不能swap
",allen81822, 4/25
6,"
[交易] 華南超級現金不能刷幣安了嗎?
",Rocker5566, 4/25
3,"
[交易] 這是碰到幣安bug?
",a5413eric, 4/25
4,"
[交易] 幣安礦池錢包轉現貨問題
",ttweixiao, 4/25
6,"
[支付] PTT CryptoTipper 推文斗內專區 20210425
",leftc, 4/25
37,"
[新聞] 黑天鵝作者：比特幣是公然龐氏騙局
",joug, 4/25
9,"
[挖礦] CHIA幣跟乙太幣 可以同時挖嗎? 
",G4321, 4/25
11,"
[挖礦] 請問星火礦池收益遽降
",LieTo, 4/25
6,"
[挖礦] Chia Error 13
",Rocker5566, 4/25
36,"
[公告] taipoo違反版規10，警告一次
",DarkerDuck, 4/25
5,"
[交易] 有沒有人在bitmex身份認證成功啊
",allen139443, 4/25
,"
[挖礦] 多卡下NH的挖礦軟體會亂朓
",tucson, 4/26
1,"
[閒聊] bsc上別去放fulcrum bzx啊
",hn880265, 4/26
16,"
[新聞] 投資比特幣商品 課稅大不同
",Rasin, 4/26
28,"
[閒聊] 幣安要推出股票代幣
",HaoHao1217, 4/26
7,"
[挖礦] chia幣挖礦還是應該加入礦池
",destiny1895, 4/26
12,"
[閒聊] bitopro出金被取消
",newforte, 4/26
7,"
[交易] 從幣安轉Doge到ledger錢包未顯示收到數量
",teresa111, 4/26
4,"
Re: [新聞] 投資比特幣商品 課稅大不同
",sunsand, 4/26
19,"
Re: [新聞] 投資比特幣商品 課稅大不同
",shamanlin, 4/26
6,"
[公告] taipoo多次違反版規10，水桶六個月
",DarkerDuck, 4/26
24,"
[行情] 各位都如何判斷有潛力的小幣
",ericeric7178, 4/26
14,"
[閒聊] 尋人啟示-幣安神人Lemon J或J
",vidanwater, 4/27
23,"
Re: [新聞] 黑天鵝作者：比特幣是公然龐氏騙局
",imqiws, 4/27
5,"
[挖礦] chia耕地超過SSD容量會怎麼樣嗎？
",destiny1895, 4/27
4,"
Re: [挖礦] chia耕地超過SSD容量會怎麼樣嗎？
",kci9kimo, 4/27
11,"
[挖礦] chia把分散農地整合?
",tetani, 4/27
7,"
[交易] API KEY安全問題
",simon861105, 4/27
13,"
[新聞] 割韭菜？特斯拉高點賣比特幣　馬斯克稱「
",joug, 4/27
24,"
[交易] SGB 交易平台(高風險警告)
",cthplus, 4/27
8,"
[新聞] 幣安六月將推出NFT市場
",sunsand, 4/27
3,"
[閒聊] pancakeswap舊流動性移除問題
",villson, 4/28
4,"
[閒聊] 如何為熱錢包創造乾淨環境?
",hn880265, 4/28
5,"
[新聞] 在波場的流通量超車以太坊，Tether CTO :
",joug, 4/28
46,"
[新聞] 幣安72-小時快閃優惠：用 Visa 或 Master
",sceneryview, 4/28
20,"
[閒聊] 有人在做期現套利的嗎(非派網機器人)
",snowoffish, 4/28
7,"
[交易] 新加坡MoomEx?
",snowoffish, 4/28
19,"
[新聞] 又一公司買比特幣:Nexon買了1717枚!
",jordan0522, 4/28
12,"
[新聞] 中國疑暗中扶植比特幣搞垮美元
",azurepoi, 4/28
2,"
[Coin] ADA遺失
",QEXSQ, 4/29
10,"
[挖礦] 首發 挖礦請益
",Secret69, 4/29
6,"
[挖礦] chia vs sia
",Rasin, 4/29
5,"
[Coin]請問以太幣ERC20的問題
",p211097, 4/29
22,"
[閒聊] 請問BAKE的狀況？
",onlytfgsu, 4/29
10,"
[挖礦] 電供問題和配置請益
",wl00353268, 4/29
21,"
[閒聊] 奇亞幣內在價值與價格討論
",AppleRemote, 4/29
16,"
[行情] EPS 幣在亂飆
",saveme, 4/29
15,"
[閒聊] 關於 Reef 這個幣
",nonamechick, 4/29
,"
[Coin] trust wallet polkadot輸出到polka walle
",MACD, 4/29
8,"
[Coin] 新手請益pancake bunny問題
",pinraychen, 4/29
5,"
Re: [閒聊] 有人在做期現套利的嗎(非派網機器人)
",tony123930, 4/29
10,"
[Coin] 只備份到12個單字 如何找回錢包?
",iMANIA, 4/29
18,"
[挖礦] 自組NAS應該怎麼插可以插到最多
",Rasin, 4/30
1,"
[新聞] 搶先峮峮一步「旅日女神」首發NFT上線！
",DarkerDuck, 4/30
2,"
Re: [閒聊] 奇亞幣內在價值與價格討論
",Rasin, 4/30
4,"
[交易] 請問電匯國別及姓名問題?
",Intension, 4/30
19,"
[新聞] 馬斯克自封「狗狗幣教父」 狗狗幣聞訊飆
",joug, 4/30
16,"
[閒聊] CAKE自己的複利池出來了
",f7504261, 4/30
22,"
[行情] 以特幣還能買嗎？
",rockmimi, 4/30
12,"
[閒聊] Hotbit自稱被駭並關閉所有服務
",f7504261, 5/01
16,"
[閒聊] 數位貨幣To The Moon行情閒聊區05/01
",illidan9999, 5/01
3,"
[閒聊] trust wallet沒有顯示bnb
",agcx4580, 5/01
24,"
[Coin] 新手請益投資虛擬貨幣
",flyinthesky, 5/01
6,"
[新聞] Coinbase開放美國 PayPal 付款買幣
",joug, 5/01
7,"
[閒聊] 有辦法把虛擬幣送人再自已儲值嗎?
",ccbbaa, 5/01
4,"
[Coin] 有支援trc20的冷錢包嗎
",musashi023, 5/01
34,"
[交易] 大家通常都持倉多久才交易?
",abc3268, 5/01
21,"
[挖礦] chia在礦池挖礦的收益較低很多
",destiny1895, 5/01
3,"
[Coin] Biance轉乙太到Metamask
",wholala, 5/01
9,"
[交易] 幣安合約交易？
",kaisite2017, 5/01
12,"
[支付] 想問問台灣哪些店家有收加密貨幣支付的
",Montana01, 5/01
11,"
[Coin] 以太幣錢包的地址，大小寫英文有差嗎？
",p211097, 5/02
29,"
[新聞] 比特幣令人作嘔！ 巴菲特副手開砲：與人
",joug, 5/02
2,"
[閒聊] BSC 玩智能合約所需GAS費用請教與BEP2&BEP20代幣轉換問題
",skasia886, 5/02
20,"
[閒聊] panther swap (高風險警告)
",agcx4580, 5/02
9,"
[支付] 以太坊交易gas設定太低
",joe22691128, 5/02
21,"
[Coin]  奇亞幣現貨
",baby79080000, 5/02
X1,"
Re: [閒聊] panther swap (高風險警告)
",s6307, 5/02
15,"
[閒聊] 首富的文 他想拉什麼
",HaoHao1217, 5/03
1,"
[閒聊] 新手有個FTX的問題想請教
",as8826126, 5/03
10,"
[閒聊] 新手請教關於錢包導入助記詞...
",rock1270, 5/03
47,"
[挖礦] 散戶挖chia幣好像在愚公移山
",G4321, 5/03
9,"
Re: [Coin]  奇亞幣現貨
",askz, 5/03
48,"
[閒聊][推文投票] 當投資收入超過月薪時你會……
",meowlike, 5/03
8,"
[交易] 想請教一下適合做程式交易的交易所
",uglai, 5/03
9,"
[交易] 新手請問買狗狗幣
",qhair22, 5/03
6,"
[交易] 新手 發問 Nicehash 轉USDT 提現問題
",kill780215, 5/03
30,"
[行情] 狗幣又在飆了
",saveme, 5/04
13,"
[挖礦] Nicehash與直接挖ETH比較
",sprit50650, 5/04
17,"
[行情] 以太幣會一直漲到多少？
",aneshsiao, 5/04
7,"
[閒聊] 去中心化金融的系統性風險
",ZOROCOOL, 5/04
44,"
[交易] 合約一直賠錢
",rockmimi, 5/04
8,"
[挖礦] XCH挖礦錢景
",Rasin, 5/04
11,"
[新聞] Paypal將推出穩定幣？知情人士爆料：已和
",joug, 5/04
58,"
[行情] 狗狗幣破 0.45, 衝啊！
",saveme, 5/04
12,"
[Coin] 想請問有關一個數位錢包的事
",fishright, 5/04
4,"
[新聞] MLB狗狗幣支付｜大聯盟奧克蘭運動家隊開
",kkkkkktw, 5/04
33,"
[挖礦] Chia散戶入坑一問
",ZMTL, 5/04
19,"
[行情] BTC被取代的可能?
",husky105, 5/05
3,"
[行情] ethe適合長期持有嗎？
",kim60229, 5/05
58,"
[交易] 怎麼買狗幣?
",g318, 5/05
10,"
[交易] 交易機器人是詐騙嗎
",Dartson, 5/05
12,"
[閒聊] 奇亞三不五時就斷線
",Rasin, 5/05
3,"
[挖礦] 幣安礦池挖進熱錢包
",Xuan0602, 5/05
10,"
[Coin] ADA存入Ledger Nano S
",ozami, 5/05
4,"
[交易] 幣安 入幣/提幣 相關詢問
",albert7530, 5/05
16,"
[閒聊] 好久不見PCH了
",kyois, 5/05
52,"
[新聞] 狗狗幣今年飆逾11000％！專家：「教父」
",joug, 5/05
10,"
[挖礦] 我的以太坊可能跑哪去(發幣)
",flora11883, 5/05
12,"
Re: [新聞] 狗狗幣今年飆逾11000％！專家：「教父」
",baby79080000, 5/05
33,"
Re: [新聞] 狗狗幣今年飆逾11000％！專家：「教父」
",fakir, 5/05
4,"
[閒聊] 關於CAKE合約
",f7504261, 5/06
100,"
[發錢] FANTOM DeFi 生態初探介紹
",ECZEMA, 5/06
25,"
Re: [閒聊] noise.cash (發廢文也能賺錢)
",forgetter, 5/06
,"
[Defi] Trust wallet stacking 
",allen81822, 5/06
5,"
[閒聊] 跨鏈請益 以Anyswap為例
",WinRoww, 5/06
5,"
Re: [挖礦] 我的以太坊可能跑哪去(發幣)
",AppMaker, 5/06
20,"
[交易] 幣倍卡在幣安交易失敗
",shyyy, 5/06
34,"
[行情] 群幣亂舞的時間
",furuta27, 5/06
18,"
[新聞] 專家大膽預測：比特幣5年內觸及100萬美元
",joug, 5/06
4,"
Re: [挖礦] 我的以太坊可能跑哪去(發幣)
",flora11883, 5/06
9,"
Re: [發錢] FANTOM DeFi 生態初探介紹
",g318, 5/06
31,"
[行情] 真的會有超級大熊市到來嗎
",lemonrude, 5/06
13,"
[交易] 新手開戶及一些問題
",Secret69, 5/07
10,"
Re: [行情] 真的會有超級大熊市到來嗎
",AppMaker, 5/07
6,"
[閒聊] 幣安的匯差
",prprpr54, 5/07
4,"
[DeFi] Trust wallet stacking BNB 選擇
",allen81822, 5/07
13,"
[閒聊] ETC為什麼成交量這麼高？
",ijk77692, 5/07
X2,"
[閒聊] 有人真的參與這個活動了嗎？(高風險警告)
",kkkkkk7ib, 5/07
28,"
[閒聊] 本周的狗狗幣SNL 賣/買? Dochi
",AaronPA, 5/07
13,"
[新聞] 小摩CEO警告「老奶奶都要進場了」
",joug, 5/07
5,"
Re: [新聞] 小摩CEO警告「老奶奶都要進場了」
",namyoung, 5/07
5,"
[閒聊] 求推薦好用的Portfolio 投資組合追縱工
",DontBEvil, 5/07
6,"
Re: [新聞] 小摩CEO警告「老奶奶都要進場了」
",ljf0030, 5/07
7,"
[閒聊] ETH POS行情
",namyoung, 5/07
36,"
[閒聊] 新手請益我的幣去哪了
",paulyanzi, 5/08
5,"
[閒聊] 迷因的力量
",albert780510, 5/08
15,"
[Coin] Chia坦白說我懷疑他的價值
",wahaha99, 5/08
11,"
Re: [Coin] Chia坦白說我懷疑他的價值
",destiny1895, 5/08
4,"
[閒聊] 比特幣算贏過當年鬱金香熱吧?
",g318, 5/08
26,"
[行情] shiba
",onlytfgsu, 5/08
11,"
[閒聊] 加密貨幣行情閒聊區-只要懂狗 狗就會幫你
",illidan9999, 5/08
20,"
[閒聊] 挖Chia與ETH的收益也差太多
",cxzzxc888, 5/08
8,"
[挖礦] 奇亞幣節點問題
",eierom, 5/08
14,"
Re: [閒聊] 挖Chia與ETH的收益也差太多
",kme6833291, 5/08
2,"
Re: CRO DeFi wallet staking 不能swap
",GoZzz, 5/08
9,"
[閒聊] Gate MXC交易所死去
",onlytfgsu, 5/08
13,"
[閒聊] 幣託有閒就買一下對嗎
",haoha, 5/08
4,"
[閒聊]Defi抵押+合約做空策略請教
",skasia886, 5/08
9,"
[閒聊] 請問怎麼找貨幣價格走勢圖
",sentaifans, 5/08
8,"
[新聞] 馬斯克發推開示 加密貨幣有前景 但請謹慎
",joug, 5/08
40,"
[閒聊] 大家是怎麼了解虛擬貨幣背後的技術@@
",ggian123, 5/08
24,"
[閒聊] 台幣換匯USDT場外或等待交易所的選擇
",patron22, 5/08
11,"
[挖礦] chia 對環境友善 對礦工挑戰
",Kepler452kB, 5/08
5,"
[閒聊] cdc裡的booking.com
",ssaymssik, 5/08
3,"
[閒聊] 白名單+2FA 的風險
",zhsiang2008, 5/08
1,"
[挖礦] 請問礦池未出金的部分能轉地址嗎
",flora11883, 5/08
5,"
[閒聊] YouTube上詐騙廣告？
",bomb1000, 5/08
31,"
Re: [行情] shiba
",onlytfgsu, 5/08
13,"
[行情] 現在到底是熊市還是猴市？
",rockmimi, 5/09
2,"
幣安提現會多久呢？
",kaisite2017, 5/09
4,"
Re: [閒聊] noise.cash (發廢文也能賺錢)
",forgetter, 5/09
30,"
[閒聊] 如果你是狗幣主力 你會怎麼做？
",WinRoww, 5/09
1,"
Re: [行情] 現在到底是熊市還是猴市？
",cherrywo, 5/09
3,"
[新聞] BSC上Value DEFI連續被駭 損失千萬鎂
",hn880265, 5/09
64,"
[閒聊] 日入百萬心得
",albert780510, 5/09
6,"
Re: [行情] 現在到底是熊市還是猴市？
",namyoung, 5/09
4,"
[交易] coolwallet乙太幣地址
",baby79080000, 5/09
4,"
[交易]Max提領USDT到 OKEx
",rock1173, 5/09
3,"
[挖礦] 關於chia error 1問題
",gpauc9dk, 5/09
14,"
[行情] 大狗喘氣 二狗暴衝 三狗緊跟在後
",onlytfgsu, 5/09
29,"
[閒聊] SNL直播-馬斯克出場了~
",kme6833291, 5/09
28,"
[行情] G4321 柴犬幣跟狗幣都可以買
",saveme, 5/09
6,"
[交易] 哪個交易所容易有最新上線的幣？
",muscle1204, 5/09
16,"
[交易] 最快/最方便入金到幣安方式?
",husky105, 5/09
2,"
[閒聊] 疑似狗幣的詐騙手法
",abcd40404, 5/09
33,"
[閒聊] 股版初入幣圈買狗幣
",miniakimi, 5/09
X1,"
[Coin] 乙太幣2.0改版
",g318, 5/09
6,"
[交易] 幣安登入問題請益
",drum0611, 5/09
28,"
[交易] 幣安購買請益
",alwayslisten, 5/09
10,"
[Coin] 有代表貓派的貓貓幣可以買嗎?
",davidchen329, 5/09
20,"
[新聞] 馬斯克媽媽「不希望母親節禮物」是狗幣
",joug, 5/09
19,"
[新聞] 周六夜現場》馬斯克媽媽「不希望母親節
",boogieman, 5/09
6,"
[Coin] 美元穩定幣取代法幣的實用性
",ssaymssik, 5/09
21,"
[閒聊] 冷錢包的疑問
",cthplus, 5/09
9,"
[交易]  幣安 USDT 轉BUSD
",mb12339, 5/09
14,"
[閒聊] 請問這是詐騙嗎？
",flyfood0, 5/10
